Segment Code,Segment Description,Family Code,Family Description,Class Code,Class Description,Brick Code,Brick Description,Core Attribute Type 1 Code,Core Attribute  Type 1 Description,Core Attribute Type 2 Code,Core Attribute  Type 2 Description,Core Attribute Type 3 Code,Core Attribute  Type 3 Description,Core Attribute Type 4 Code,Core Attribute  Type 4 Description,Core Attribute Type 5 Code,Core Attribute  Type 5 Description,Core Attribute Type 6 Code,Core Attribute  Type 6 Description,Core Attribute Type 7 Code,Core Attribute  Type 7 Description,Core Attribute Type 8 Code,Core Attribute  Type 8 Description,Core Attribute Type 9 Code,Core Attribute  Type 9 Description,Core Attribute Type 10 Code,Core Attribute  Type 10 Description,Core Attribute Type 11 Code,Core Attribute  Type 11 Description,Core Attribute Type 12 Code,Core Attribute  Type 12 Description,Core Attribute Type 13 Code,Core Attribute  Type 13 Description,Core Attribute Type 14 Code,Core Attribute  Type 14 Description,Core Attribute Type 15 Code,Core Attribute  Type 15 Description,Core Attribute Type 16 Code,Core Attribute  Type 16 Description,Core Attribute Type 17 Code,Core Attribute  Type 17 Description,Core Attribute Type 18 Code,Core Attribute  Type 18 Description,Core Attribute Type 19 Code,Core Attribute  Type 19 Description,Core Attribute Type 20 Code,Core Attribute  Type 20 Description,Core Attribute Type 21 Code,Core Attribute  Type 21 Description,Core Attribute Type 22 Code,Core Attribute  Type 22 Description,Core Attribute Type 23 Code,Core Attribute  Type 23 Description,Core Attribute Type 24 Code,Core Attribute  Type 24 Description,Core Attribute Type 25 Code,Core Attribute  Type 25 Description
93000000,Horticulture Plants,93010000,Cut Flowers,93012700,Hypericum – Cut Flowers,10006491,Hypericum Other – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93012700,Hypericum – Cut Flowers,10006492,Hypericum X Inodorum – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93012800,Ilex – Cut Flowers,10006493,Ilex Verticillata – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93012900,Iris – Cut Flowers,10006494,Iris – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013000,Lilium – Cut Flowers,10006495,Lilium Longiflorum – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013000,Lilium – Cut Flowers,10006496,Lilium Other – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013100,Limonium – Cut Flowers,10006497,Limonium Other – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013100,Limonium – Cut Flowers,10006498,Limonium Sinuatum – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013200,Matthiola – Cut Flowers,10006499,Matthiola Incana – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013300,Narcissus – Cut Flowers,10006500,Narcissus – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013400,Ornithogalum – Cut Flowers,10006501,Ornithogalum Saundersiae – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013600,Paeonia – Cut Flowers,10006503,Paeonia – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013700,Phalaenopsis – Cut Flowers,10006504,Phalaenopsis – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013800,Phlox – Cut Flowers,10006505,Phlox – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93013900,Pittosporum – Cut Flowers,10006506,Pittosporum – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014000,Ranunculus – Cut Flowers,10006507,Ranunculus Asiaticus – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014000,Ranunculus – Cut Flowers,10006508,Ranunculus Other – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014100,Rosa – Cut Flowers,10006509,Rosa – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014200,Solidago – Cut Flowers,10006510,Solidago – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014300,Strelitzia – Cut Flowers,10006511,Strelitzia Reginae – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014400,Syringa – Cut Flowers,10006512,Syringa Vulgaris – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014500,Tanacetum – Cut Flowers,10006513,Tanacetum Parthenium – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014600,Trachelium – Cut Flowers,10006514,Trachelium Caeruleum – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014700,Tulipa – Cut Flowers,10006515,Tulipa – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014800,Vanda – Cut Flowers,10006516,Vanda – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93014900,Veronica – Cut Flowers,10006517,Veronica – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93015000,Viburnum – Cut Flowers,10006518,Viburnum Opulus – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93015100,Zantedeschia – Cut Flowers,10006519,Zantedeschia Aethiopica – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93010000,Cut Flowers,93015100,Zantedeschia – Cut Flowers,10006520,Zantedeschia Other – Cut Flowers,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020100,Agapanthus – Cut Greens,10006521,Agapanthus – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020200,Anthurium – Cut Greens,10006522,Anthurium – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020300,Asparagus – Cut Greens,10006523,Asparagus Setaceus – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020300,Asparagus – Cut Greens,10006524,Asparagus Umbellatus – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020400,Aspidistra – Cut Greens,10006525,Aspidistra Elatior – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020500,Astilbe – Cut Greens,10006526,Astilbe Other – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020600,Brassica – Cut Greens,10006527,Brassica Oleracea – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020700,Carthamus – Cut Greens,10006528,Carthamus Tinctorius – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020800,Corylus – Cut Greens,10006529,Corylus Avellana – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93020900,Crocosmia – Cut Greens,10006530,Crocosmia – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021000,Cucumis – Cut Greens,10006531,Cucumis – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021100,Cucurbita – Cut Greens,10006532,Cucurbita Maxima – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021100,Cucurbita – Cut Greens,10006533,Cucurbita Other – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021100,Cucurbita – Cut Greens,10006534,Cucurbita Pepo – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022400,Cut Greens Other,10006547,Cut Greens Other,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021200,Cut Greens Variety Packs,10006535,Cut Green Variety Packs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021300,Dracaena – Cut Greens,10006536,Dracaena Sanderiana – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021400,Eucalyptus – Cut Greens,10006537,Eucalyptus Cinerea – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021500,Eupatorium – Cut Greens,10006538,Eupatorium Rugosum – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021600,Fatsia – Cut Greens,10006539,Fatsia Japonica – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021700,Gomphocarpus – Cut Greens,10006540,Gomphocarpus Fruticosus – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021800,Hydrangea – Cut Greens,10006541,Hydrangea Macrophylla – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93021900,Ilex – Cut Greens,10006542,Ilex Verticillata – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022000,Leucadendron – Cut Greens,10006543,Leucadendron – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022100,Lilium – Cut Greens,10006544,Lilium – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022200,Matthiola – Cut Greens,10006545,Matthiola Incana – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022300,Monstera – Cut Greens,10006546,Monstera – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022500,Panicum – Cut Greens,10006548,Panicum – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022600,Physalis – Cut Greens,10006549,Physalis Alkekengi – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022700,Pittosporum – Cut Greens,10006550,Pittosporum – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022800,Quercus – Cut Greens,10006551,Quercus Rubra – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93022900,Rosa – Cut Greens,10006552,Rosa Rose/Hip – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023000,Ruscus – Cut Greens,10006553,Ruscus Hypophyllum – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023100,Salix – Cut Greens,10006554,Salix – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023200,Setaria – Cut Greens,10006555,Setaria Italica – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023300,Strelitzia – Cut Greens,10006556,Strelitzia Reginae – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023400,Symphoricarpos – Cut Greens,10006557,Symphoricarpos – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023500,Syringa – Cut Greens,10006558,Syringa Vulgaris – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023600,Thlaspi – Cut Greens,10006559,Thlaspi – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023700,Viburnum – Cut Greens,10006560,Viburnum Opulus – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93020000,Cut Greens,93023800,Zantedeschia – Cut Greens,10006561,Zantedeschia Aethiopica – Cut Greens,20002918,Horticulture Colour,20002921,Horticulture Freshness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030100,Aechmea – Live Plants,10006562,Aechmea – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030200,Aeonium – Live Plants,10006563,Aeonium Arboreum – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030300,Agapanthus – Live Plants,10006564,Agapanthus – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030400,Alocasia – Live Plants,10006565,Alocasia – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030500,Aloe – Live Plants,10006566,Aloe – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030600,Alstroemeria – Live Plants,10006567,Alstroemeria – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030700,Anemone – Live Plants,10006568,Anemone Hupehensis – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030800,Angelonia – Live Plants,10006569,Angelonia – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93030900,Anisodontea – Live Plants,10006570,Anisodontea Capensis – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031000,Anthurium – Live Plants,10006571,Anthurium – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031100,Antirrhinum – Live Plants,10006572,Antirrhinum Majus – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031200,Argyranthemum – Live Plants,10006573,Argyranthemum Frutescens – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031300,Armeria – Live Plants,10006574,Armeria Maritima – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031400,Aster – Live Plants,10006575,Aster – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031500,Astilbe – Live Plants,10006576,Astilbe – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031600,Aubrieta – Live Plants,10006577,Aubrieta Gracilis – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031700,Begonia – Live Plants,10006578,Begonia – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031800,Bellis – Live Plants,10006579,Bellis Perennis – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93031900,Bidens – Live Plants,10006580,Bidens – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93032000,Bougainvillea – Live Plants,10006581,Bougainvillea – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93032100,Brachyscome – Live Plants,10006582,Brachyscome Multifida – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93032200,Brassica – Live Plants,10006583,Brassica – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93032300,Bromelia – Live Plants,10006584,Bromelia – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93000000,Horticulture Plants,93030000,Live Plants (Genus A thru G),93032400,Brugmansia – Live Plants,10006585,Brugmansia – Live Plants,20002918,Horticulture Colour,20002920,Horticulture Plant Purpose,20002919,Lifespan,20000430,Location of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
